ID_0,NAME_0,ID_1,NAME_1,OCCUPANCY,TAXONOMY,AAEC_TOTAL_TON,AAEC_STRUCTURAL_TON,AAEC_NONSTRUCTURAL_TON
IMN,Isle_of_Man,IMN,Isle_of_Man,Ind,CR+PC/LFM+CDN/H:1/IND,0.0015,0.0012,0.0003
IMN,Isle_of_Man,IMN,Isle_of_Man,Ind,CR/LFM+CDN/H:1/IND,0.0015,0.0010,0.0005
IMN,Isle_of_Man,IMN,Isle_of_Man,Ind,S+SL/LFM+CDN/H:1/IND,0.0002,0.0002,0.0000
IMN,Isle_of_Man,IMN,Isle_of_Man,Ind,S/LFBR+CDN/H:1/IND,0.0004,0.0004,0.0000
IMN,Isle_of_Man,IMN,Isle_of_Man,Ind,S/LFM+CDN/H:1/IND,0.0007,0.0003,0.0004
IMN,Isle_of_Man,No_tag,No_tag,Com,CR/LFINF+CDL/H:1/COM,0.0136,0.0104,0.0033
IMN,Isle_of_Man,No_tag,No_tag,Com,CR/LFINF+CDM/H:2/COM,0.0045,0.0036,0.0010
IMN,Isle_of_Man,No_tag,No_tag,Com,CR/LFINF+CDM/HBET:3-5/COM,0.0064,0.0018,0.0046
IMN,Isle_of_Man,No_tag,No_tag,Com,CR/LFINF+CDM/HBET:6-/COM,0.0003,0.0000,0.0003
IMN,Isle_of_Man,No_tag,No_tag,Com,MUR+CL/LWAL+CDN/H:1/COM,0.0122,0.0119,0.0003
IMN,Isle_of_Man,No_tag,No_tag,Com,MUR+CL/LWAL+CDN/H:2/COM,0.0283,0.0191,0.0092
IMN,Isle_of_Man,No_tag,No_tag,Res,CR/LFINF+CDN/HBET:3-5/RES,0.0030,0.0006,0.0024
IMN,Isle_of_Man,No_tag,No_tag,Res,MUR+CL/LWAL+CDN/HBET:1-3/RES,0.3617,0.3071,0.0547
